STATION,NAME,LATITUDE,LONGITUDE,ELEVATION,DATE,PRCP,PRCP_ATTRIBUTES,SNWD,SNWD_ATTRIBUTES,TAVG,TAVG_ATTRIBUTES,TMAX,TMAX_ATTRIBUTES,TMIN,TMIN_ATTRIBUTES
CHM00052866,"XINING, CH",36.617,101.767,2296,1980/6/18,0.09,",,s",,,51,",,s",55,",,s",49,",,s"
CHM00052866,"XINING, CH",36.617,101.767,2296,1980/6/19,0.02,",,s",,,54,",,s",67,",,s",42,",,s"
CHM00052866,"XINING, CH",36.617,101.767,2296,1980/6/20,0,"T,,s",,,58,",,s",70,",,s",45,",,s"
CHM00052866,"XINING, CH",36.617,101.767,2296,1980/6/21,0.02,",,s",,,58,",,s",75,",,s",45,",,s"
CHM00052866,"XINING, CH",36.617,101.767,2296,1980/6/22,0,",,s",,,62,",,s",77,",,s",45,",,s"
CHM00052866,"XINING, CH",36.617,101.767,2296,1980/6/23,0,",,s",,,64,",,s",80,",,s",52,",,s"
CHM00052866,"XINING, CH",36.617,101.767,2296,1980/6/24,0.03,",,s",,,58,",,s",69,",,s",49,",,s"
CHM00052866,"XINING, CH",36.617,101.767,2296,1980/6/25,0.07,",,s",,,62,",,s",78,",,s",49,",,s"
CHM00052866,"XINING, CH",36.617,101.767,2296,1980/6/26,0,",,s",,,64,",,s",83,",,s",47,",,s"
CHM00052866,"XINING, CH",36.617,101.767,2296,1980/6/27,0,",,s",,,68,",,s",84,",,s",51,",,s"
CHM00052866,"XINING, CH",36.617,101.767,2296,1980/6/28,0.09,",,s",,,61,",,s",80,",,s",55,",,s"
CHM00052866,"XINING, CH",36.617,101.767,2296,1980/6/29,0.11,",,s",,,60,",,s",72,",,s",52,",,s"
CHM00052866,"XINING, CH",36.617,101.767,2296,1980/6/30,0,",,s",,,67,",,s",83,",,s",52,",,s"
CHM00052866,"XINING, CH",36.617,101.767,2296,1980/7/1,0,",,s",,,68,",,s",79,",,s",60,",,s"
CHM00052866,"XINING, CH",36.617,101.767,2296,1980/7/2,0.35,",,s",,,62,",,s",75,",,s",58,",,s"
CHM00052866,"XINING, CH",36.617,101.767,2296,1980/7/3,0.41,",,s",,,57,",,s",68,",,s",51,",,s"
CHM00052866,"XINING, CH",36.617,101.767,2296,1980/7/4,0,"T,,s",,,60,",,s",72,",,s",50,",,s"
CHM00052866,"XINING, CH",36.617,101.767,2296,1980/7/5,0.03,",,s",,,62,",,s",77,",,s",51,",,s"
CHM00052866,"XINING, CH",36.617,101.767,2296,1980/7/6,0,",,s",,,63,",,s",77,",,s",50,",,s"
CHM00052866,"XINING, CH",36.617,101.767,2296,1980/7/7,0,"T,,s",,,65,",,s",76,",,s",57,",,s"
CHM00052866,"XINING, CH",36.617,101.767,2296,1980/7/8,0,"T,,s",,,63,",,s",67,",,s",58,",,s"
CHM00052866,"XINING, CH",36.617,101.767,2296,1980/7/9,0.02,",,s",,,61,",,s",71,",,s",55,",,s"
CHM00052866,"XINING, CH",36.617,101.767,2296,1980/7/10,0.05,",,s",,,62,",,s",79,",,s",51,",,s"
CHM00052866,"XINING, CH",36.617,101.767,2296,1980/7/11,1.36,",,s",,,53,",,s",66,",,s",50,",,s"
CHM00052866,"XINING, CH",36.617,101.767,2296,1980/7/12,0.05,",,s",,,59,",,s",74,",,s",49,",,s"
CHM00052866,"XINING, CH",36.617,101.767,2296,1980/7/13,0,",,s",,,65,",,s",78,",,s",52,",,s"
CHM00052866,"XINING, CH",36.617,101.767,2296,1980/7/14,0.26,",,s",,,60,",,s",72,",,s",52,",,s"
CHM00052866,"XINING, CH",36.617,101.767,2296,1980/7/15,0,",,s",,,60,",,s",77,",,s",48,",,s"
CHM00052866,"XINING, CH",36.617,101.767,2296,1980/7/16,0,",,s",,,62,",,s",79,",,s",45,",,s"
CHM00052866,"XINING, CH",36.617,101.767,2296,1980/7/17,0,"T,,s",,,63,",,s",82,",,s",49,",,s"
CHM00052866,"XINING, CH",36.617,101.767,2296,1980/7/18,0.33,",,s",,,60,",,s",75,",,s",52,",,s"
CHM00052866,"XINING, CH",36.617,101.767,2296,1980/7/19,0,",,s",,,63,",,s",79,",,s",47,",,s"
CHM00052866,"XINING, CH",36.617,101.767,2296,1980/7/20,0,",,s",,,67,",,s",83,",,s",51,",,s"
CHM00052866,"XINING, CH",36.617,101.767,2296,1980/7/21,0,",,s",,,69,",,s",86,",,s",52,",,s"
CHM00052866,"XINING, CH",36.617,101.767,2296,1980/7/22,0,",,s",,,69,",,s",84,",,s",54,",,s"
CHM00052866,"XINING, CH",36.617,101.767,2296,1980/7/23,0,",,s",,,66,",,s",79,",,s",58,",,s"
CHM00052866,"XINING, CH",36.617,101.767,2296,1980/7/24,0.43,",,s",,,63,",,s",75,",,s",54,",,s"
CHM00052866,"XINING, CH",36.617,101.767,2296,1980/7/25,0,",,s",,,67,",,s",81,",,s",53,",,s"
CHM00052866,"XINING, CH",36.617,101.767,2296,1980/7/26,0.18,",,s",,,61,",,s",77,",,s",54,",,s"
CHM00052866,"XINING, CH",36.617,101.767,2296,1980/7/27,0.05,",,s",,,62,",,s",76,",,s",50,",,s"
CHM00052866,"XINING, CH",36.617,101.767,2296,1980/7/28,0,",,s",,,67,",,s",79,",,s",59,",,s"
CHM00052866,"XINING, CH",36.617,101.767,2296,1980/7/29,0,"T,,s",,,68,",,s",82,",,s",55,",,s"
CHM00052866,"XINING, CH",36.617,101.767,2296,1980/7/30,0,",,s",,,69,",,s",85,",,s",52,",,s"
CHM00052866,"XINING, CH",36.617,101.767,2296,1980/7/31,0,",,s",,,70,",,s",86,",,s",54,",,s"
CHM00052866,"XINING, CH",36.617,101.767,2296,1980/8/1,0.01,",,s",,,68,",,s",80,",,s",62,",,s"
CHM00052866,"XINING, CH",36.617,101.767,2296,1980/8/2,0.17,",,s",,,65,",,s",76,",,s",58,",,s"
CHM00052866,"XINING, CH",36.617,101.767,2296,1980/8/3,0,"T,,s",,,65,",,s",81,",,s",54,",,s"
CHM00052866,"XINING, CH",36.617,101.767,2296,1980/8/4,0,"T,,s",,,65,",,s",82,",,s",53,",,s"
CHM00052866,"XINING, CH",36.617,101.767,2296,1980/8/5,0,"T,,s",,,67,",,s",81,",,s",57,",,s"
CHM00052866,"XINING, CH",36.617,101.767,2296,1980/8/6,0,"T,,s",,,66,",,s",78,",,s",60,",,s"
